"player","playerShort","birthday","height","weight","position","club","leagueCountry","refNum","goals","victories","defeats","yellowCards","games","redCards","rater1","rater2"
"Thibaut Courtois","thibaut-courtois","11.05.1992",199,88,"Goalkeeper","Atletico Madrid","Spain",566,0,1,0,0,2,0,0.25,0.25
"Thomas Vermaelen","thomas-vermaelen","14.11.1985",180,73,"Center Back","Arsenal FC","England",566,0,1,0,0,1,0,0,0
"Tiago","tiago_3","02.05.1981",183,71,"Attacking Midfielder","Atletico Madrid","Spain",566,0,1,0,0,1,0,0,0
"Tim Wiese","tim-wiese","17.12.1981",193,100,"Goalkeeper","1899 Hoffenheim","Germany",566,0,0,0,0,1,0,0.25,0.25
"Tomas Pekhart","tomas-pekhart","26.05.1989",194,80,"Center Forward","1. FC Nurnberg","Germany",566,0,1,0,1,1,0,0,0.25
"Tranquillo Barnetta","tranquillo-barnetta","22.05.1985",178,68,"Left Midfielder","FC Schalke 04","Germany",566,0,1,0,0,1,0,0,0.25
"Vaclav Pilar","vaclav-pilar","13.10.1988",170,69,"Right Winger","VfL Wolfsburg","Germany",566,0,1,0,0,1,0,0,0.25
"Valeron","valeron","17.06.1975",180,72,"Attacking Midfielder","Deportivo La Coruna","Spain",566,0,0,0,0,1,0,0,0.25
"Vedad Ibisevic","vedad-ibisevic","06.08.1984",188,80,"Center Forward","VfB Stuttgart","Germany",566,1,1,1,0,2,0,0.25,0.25
"Vurnon Anita","vurnon-anita","04.04.1989",166,63,"Defensive Midfielder","Newcastle United","England",566,0,0,1,0,1,0,1,1
"Xabi Alonso","xabi-alonso","25.11.1981",183,77,"Defensive Midfielder","Real Madrid","Spain",566,0,4,0,0,4,0,0.25,0.25
"Yann M'Vila","yann-mvila","26.06.1990",169,56,"Defensive Midfielder","Stade Rennes","France",566,0,0,0,0,1,0,0.5,0.5
"Yoann Gourcuff","yoann-gourcuff","11.07.1986",185,79,"Attacking Midfielder","Olympique Lyon","France",566,1,0,2,0,2,0,0.25,0
"Yossi Benayoun","yossi-benayoun","05.05.1980",178,70,"Attacking Midfielder","West Ham United","England",566,0,0,1,0,1,0,0.25,0.25
"Brett Holman","brett-holman","27.03.1984",176,75,"Attacking Midfielder","Aston Villa","England",567,0,0,1,0,1,0,0,0
"Mitchell Langerak","mitchell-langerak","22.08.1988",192,81,"Goalkeeper","Borussia Dortmund","Germany",567,0,1,0,0,1,0,0,0
"Robbie Kruse","robbie-kruse","05.10.1988",179,70,"Right Midfielder","Fortuna Dusseldorf","Germany",567,1,2,0,0,3,0,0,0
"Diego Buonanotte","diego-buonanotte","19.04.1988",161,60,"Attacking Midfielder","Malaga CF","Spain",571,0,0,1,1,1,0,0.25,0.25
"Gustavo Munua","gustavo-munua","27.01.1978",188,87,"Goalkeeper","Levante UD","Spain",591,0,0,1,0,1,0,0.5,0.5
"Karim Bellarabi","karim-bellarabi","08.04.1990",183,76,"Right Winger","Bayer Leverkusen","Germany",597,0,0,2,0,2,0,0.5,0.5
"Leon Balogun","leon-balogun","28.06.1988",190,81,"Center Back","Fortuna Dusseldorf","Germany",597,0,1,0,0,2,0,0.25,0.5
"Markus Feulner","markus-feulner","12.02.1982",181,82,"Attacking Midfielder","1. FC Nurnberg","Germany",598,1,1,0,0,1,0,0,0.25
"Michael Rensing","michael-rensing","14.05.1984",190,92,"Goalkeeper","Bayer Leverkusen","Germany",598,0,1,0,0,1,0,0.25,0.25
"Tim Wiese","tim-wiese","17.12.1981",193,100,"Goalkeeper","1899 Hoffenheim","Germany",598,0,1,0,0,1,0,0.25,0.25
"Abdoulwhaid Sissoko","abdoulwhaid-sissoko","20.03.1990",180,68,"Defensive Midfielder","Stade Brest","France",601,0,0,1,0,1,0,1,1
"Abel Aguilar","abel-aguilar","06.01.1985",185,78,"Defensive Midfielder","Deportivo La Coruna","Spain",601,0,1,0,0,2,0,0.5,0.25
"Alex Lopez","alex-lopez","11.01.1988",174,66,"Center Midfielder","Celta Vigo","Spain",601,0,2,1,1,3,0,0.25,0.25
"Andres Tunez","andres-tunez","15.03.1987",187,83,"Center Back","Celta Vigo","Spain",601,0,0,1,1,1,0,0.25,0.25
"Andrija Delibasic","andrija-delibasic","24.04.1981",188,84,"Center Forward","Rayo Vallecano","Spain",601,0,0,1,0,1,0,0,0
"Aranda","aranda","27.07.1980",184,82,"Center Forward","Real Zaragoza","Spain",601,0,0,0,0,1,0,0.25,0.25
"Aranzubia","aranzubia","18.09.1979",184,80,"Goalkeeper","Deportivo La Coruna","Spain",601,0,1,1,1,2,0,0,0
"Borja Oubina","borja-oubina","17.05.1982",180,75,"Defensive Midfielder","Celta Vigo","Spain",601,0,1,1,0,2,0,0.25,0.25
"Bueno","bueno","20.03.1988",178,64,"Center Forward","Real Valladolid","Spain",601,0,1,0,1,2,0,0.25,0.25
"Castillo","castillo_8","29.03.1986",182,71,"Left Fullback","Athletic Bilbao","Spain",601,0,1,0,1,1,0,0,0
"Cristian Bustos","cristian-bustos","29.05.1983",177,73,"Defensive Midfielder","Celta Vigo","Spain",601,0,2,1,1,3,0,0.25,0.5
"De Lucas","de-lucas","17.08.1978",175,68,"Attacking Midfielder","Celta Vigo","Spain",601,1,2,2,1,4,0,0.5,0.25
"Diego Colotto","diego-colotto","10.03.1981",184,83,"Center Back","Espanyol Barcelona","Spain",601,0,1,1,0,2,1,0.25,0.25
"Emiliano Armenteros","emiliano-armenteros","18.01.1986",179,78,"Left Midfielder","CA Osasuna","Spain",601,0,0,1,0,1,0,0.5,0.5
"Fabian Orellana","fabian-orellana","27.01.1986",169,70,"Right Winger","Granada CF","Spain",601,0,2,1,0,4,0,0.5,0.5
"Jaime","jaime_11","10.12.1980",188,80,"Goalkeeper","Real Valladolid","Spain",601,0,2,0,0,3,0,0,0
"Javi Fuego","javi-fuego","04.01.1984",181,74,"Defensive Midfielder","Rayo Vallecano","Spain",601,0,0,1,0,1,0,0,0.25
"Javi Guerra","javi-guerra","15.03.1983",179,77,"Center Forward","Real Valladolid","Spain",601,1,1,0,0,2,0,0,0.25
"Joan Tomas","joan-tomas","17.05.1985",167,70,"Left Winger","Celta Vigo","Spain",601,1,2,0,0,2,0,0.25,0.25
"Jonathan dos Santos","jonathan-dos-santos","26.04.1990",172,74,"Center Midfielder","FC Barcelona","Spain",601,0,1,1,0,3,0,0.5,0.5
"Juanfran","juanfran_4","11.09.1988",179,72,"Right Winger","Real Madrid","Spain",601,0,2,0,0,2,0,0.5,0.75
"Lucena","lucena","18.11.1982",186,81,"Defensive Midfielder","Granada CF","Spain",601,0,0,1,0,1,0,0,0
"Mainz","mainz","29.12.1982",187,80,"Center Back","Granada CF","Spain",601,0,1,0,0,1,0,0,0.25
"Manuel Iturra","manuel-iturra","23.06.1984",174,65,"Defensive Midfielder","Malaga CF","Spain",601,0,0,1,0,1,0,0,0
"Marchena","marchena","31.07.1979",183,78,"Center Back","Deportivo La Coruna","Spain",601,0,0,0,0,1,0,0.25,0.5
"Martin Montoya","martin-montoya","14.04.1991",174,74,"Right Fullback","FC Barcelona","Spain",601,0,0,1,1,2,0,0.25,0.5
"Michel","michel_15","29.07.1988",180,73,"Center Midfielder","Levante UD","Spain",601,2,1,0,1,3,0,0.25,0.25
"Mikel Rico","mikel-rico","04.11.1984",178,75,"Defensive Midfielder","Granada CF","Spain",601,0,1,0,0,2,0,0.5,0.25
"Nano","nano","20.04.1982",186,80,"Left Fullback","CA Osasuna","Spain",601,0,0,2,0,3,0,0.25,0.5
"Oier","oier_2","25.05.1986",178,66,"Right Fullback","CA Osasuna","Spain",601,0,1,1,0,2,0,0.25,0.25
"Omar Ramos","omar-ramos","26.01.1988",175,65,"Left Midfielder","Real Valladolid","Spain",601,0,1,3,0,4,0,0,0.25
"Oriol Romeu","oriol-romeu","24.09.1991",182,79,"Defensive Midfielder","Chelsea FC","England",601,0,0,0,0,1,0,0.25,0.25
"Pablo Insua","pablo-insua","09.09.1993",186,76,"Center Back","Deportivo La Coruna","Spain",601,0,1,0,0,2,0,0,0
"Ramalho","ramalho_4","10.06.1993",181,68,"Center Back","Athletic Bilbao","Spain",601,0,1,0,0,1,0,0.5,0.75
"Riki","riki","11.08.1980",187,84,"Center Forward","Deportivo La Coruna","Spain",601,1,1,1,0,2,0,0,0
"Roberto","roberto_11","25.01.1979",181,78,"Goalkeeper","Granada CF","Spain",601,0,1,0,0,1,0,0.25,0.5
"Ruben Castro","ruben-castro","27.06.1981",172,69,"Right Winger","Real Betis","Spain",601,0,1,0,0,1,0,0.25,0.25
"Thiago","thiago_17","11.04.1991",172,71,"Attacking Midfielder","FC Barcelona","Spain",601,0,0,1,0,1,0,0.5,0.5
"Toni Doblas","toni-doblas","05.08.1980",184,78,"Goalkeeper","Real Zaragoza","Spain",601,0,1,0,1,3,0,0.25,0.25
"Toni","toni_12","04.04.1990",175,69,"Left Midfielder","Celta Vigo","Spain",601,0,1,2,0,3,0,0.25,0.25
"Valeron","valeron","17.06.1975",180,72,"Attacking Midfielder","Deportivo La Coruna","Spain",601,0,2,1,0,4,0,0,0.25
"Victor","victor_12","28.02.1985",180,77,"Center Forward","RCD Mallorca","Spain",601,0,1,0,0,2,0,0,0.25
"Wakaso Mubarak","wakaso-mubarak","25.07.1990",171,72,"Left Midfielder","Espanyol Barcelona","Spain",601,0,0,1,0,1,0,1,1
"Dariusz Dudka","dariusz-dudka","09.12.1983",183,80,"Defensive Midfielder","Levante UD","Spain",605,1,1,0,1,1,0,0.25,0.25
"Lukasz Piszczek","lukasz-piszczek","03.06.1985",184,78,"Right Fullback","Borussia Dortmund","Germany",605,0,1,0,0,1,0,0,0
"Antonio Rudiger","antonio-ruediger","03.03.1993",190,85,"Center Back","VfB Stuttgart","Germany",607,0,1,1,1,2,0,1,1
"Christian Wetklo","christian-wetklo","11.01.1980",190,90,"Goalkeeper","1. FSV Mainz 05","Germany",607,0,0,1,0,1,0,0,0.25
"Erik Wille","erik-wille","28.03.1993",183,74,"Center Back","Eintracht Frankfurt","Germany",607,1,1,6,1,7,0,0,0
"Ioannis Gelios","ioannis-gelios","24.04.1992",190,76,"Goalkeeper","FC Augsburg","Germany",607,0,0,1,0,1,0,0,0
"Jonas Hofmann","jonas-hofmann","14.07.1992",176,67,"Right Midfielder","Borussia Dortmund","Germany",607,1,0,1,0,1,0,0,0
"Kevin Stoger","kevin-stoeger","27.08.1993",175,70,"Attacking Midfielder","VfB Stuttgart","Germany",607,0,0,0,1,2,0,0,0.25
"Koen Casteels","koen-casteels","25.06.1992",196,83,"Goalkeeper","1899 Hoffenheim","Germany",607,0,0,1,0,1,0,0.25,0.25
"Patrick Rakovsky","patrick-rakovsky","02.06.1993",187,85,"Goalkeeper","1. FC Nurnberg","Germany",607,0,2,0,0,2,0,0,0.25
"Philipp Klement","philipp-klement","09.09.1992",174,69,"Center Midfielder","1. FC Nurnberg","Germany",607,3,3,0,0,3,0,0,0
"Shawn Parker","shawn-parker","07.03.1993",179,76,"Center Forward","1. FSV Mainz 05","Germany",607,1,0,0,0,1,0,0.5,0.5
"Almog Cohen","almog-cohen","01.09.1988",169,68,"Defensive Midfielder","1. FC Nurnberg","Germany",609,0,1,0,1,1,0,0.25,0.25
"Andre Santos","andre-santos","08.03.1983",180,74,"Left Fullback","Arsenal FC","England",609,1,1,0,0,1,0,0.5,0.5
"Anton Putsila","anton-putsila","10.06.1987",180,74,"Center Midfielder","SC Freiburg","Germany",609,0,1,0,0,1,0,0,0.25
"Bryan Ruiz","bryan-ruiz","18.08.1985",186,70,"Right Winger","Fulham FC","England",609,0,0,0,0,1,0,0,0.25
"Chris Baird","chris-baird","25.02.1982",186,77,"Defensive Midfielder","Fulham FC","England",609,0,0,1,0,1,0,0,0
"Daniel Van Buyten","daniel-van-buyten","07.02.1978",197,95,"Center Back","Bayern Munchen","Germany",609,0,1,0,0,1,0,0.25,0.25
"Dean Whitehead","dean-whitehead","12.01.1982",183,80,"Attacking Midfielder","Stoke City","England",609,0,1,0,0,1,0,0,0.25
"Eden Hazard","eden-hazard","07.01.1991",170,69,"Right Winger","Chelsea FC","England",609,0,1,0,0,2,0,0.25,0.25
"Emre Belozoglu","emre-beloezoglu","07.09.1980",170,68,"Center Midfielder","Atletico Madrid","Spain",609,0,1,0,0,1,0,0.25,0.25
"Giorgios Karagounis","giorgios-karagounis","06.03.1977",176,83,"Attacking Midfielder","Fulham FC","England",609,0,0,0,0,2,0,0,0
"Jos Hooiveld","jos-hooiveld","22.04.1983",191,74,"Center Back","Southampton FC","England",609,0,3,0,0,4,0,0.25,0.25
"Marouane Fellaini","marouane-fellaini","22.11.1987",194,85,"Defensive Midfielder","Everton FC","England",609,0,0,0,0,1,0,0.25,0.25
"Matthew Etherington","matthew-etherington","14.08.1981",178,67,"Left Midfielder","Stoke City","England",609,0,1,0,1,1,0,0,0.25
"Matthew Upson","matthew-upson","18.04.1979",185,72,"Center Back","Stoke City","England",609,0,1,0,0,1,0,0,0.25
"Rasmus Jonsson","rasmus-joensson","27.01.1990",192,70,"Center Forward","VfL Wolfsburg","Germany",609,1,4,4,0,10,0,0,0
"Romelu Lukaku","romelu-lukaku","13.05.1993",193,95,"Center Forward","West Bromwich Albion","England",609,0,0,0,0,1,0,0.75,0.75
"Sokratis Papastathopoulos","sokratis-papastathopoulos","09.06.1988",185,82,"Center Back","Werder Bremen","Germany",609,0,0,0,0,1,0,0.25,0.25
"Sotirios Kyrgiakos","sotirios-kyrgiakos","23.07.1979",193,88,"Center Back","VfL Wolfsburg","Germany",609,0,0,0,1,1,0,0.25,0.25
"Thomas Vermaelen","thomas-vermaelen","14.11.1985",180,73,"Center Back","Arsenal FC","England",609,0,0,0,0,1,0,0,0
"Timmy Simons","timmy-simons","11.12.1976",186,79,"Defensive Midfielder","1. FC Nurnberg","Germany",609,1,1,0,0,1,0,0,0
"Tomas Rosicky","tomas-rosicky","04.10.1980",178,67,"Attacking Midfielder","Arsenal FC","England",609,0,0,0,0,1,0,0,0
"Alvaro","alvaro_10","27.04.1991",182,71,"Center Forward","Getafe CF","Spain",625,0,1,0,0,1,0,0,0.25
"Bartra","bartra","15.01.1991",183,70,"Center Back","FC Barcelona","Spain",625,0,1,0,0,1,0,0,0
"Diego Ifran","diego-ifran","08.06.1987",174,76,"Center Forward","Real Sociedad","Spain",625,1,0,1,0,2,0,0.25,0.5
"Francis Coquelin","francis-coquelin","13.05.1991",178,73,"Defensive Midfielder","Arsenal FC","England",625,0,1,0,0,1,0,0.5,0.5
"Gonzalo Jara","gonzalo-jara","29.08.1985",178,71,"Center Back","West Bromwich Albion","England",625,0,1,0,0,1,0,0.25,0.25
"Gustavo Munua","gustavo-munua","27.01.1978",188,87,"Goalkeeper","Levante UD","Spain",625,0,0,2,0,2,0,0.5,0.5
"Jean Beausejour","jean-beausejour","01.06.1984",178,81,"Left Midfielder","Wigan Athletic","England",625,0,1,0,0,1,0,0.5,0.5
"Junior Fernandes","junior-fernandes","04.10.1988",181,78,"Center Forward","Bayer Leverkusen","Germany",625,0,0,0,0,1,0,0.75,0.75
"Oriol Romeu","oriol-romeu","24.09.1991",182,79,"Defensive Midfielder","Chelsea FC","England",625,0,1,0,1,1,0,0.25,0.25
"Sebastian Coates","sebastian-coates","07.10.1990",196,85,"Center Back","Liverpool FC","England",625,0,6,1,1,7,0,0,0.25
"Ashley Young","ashley-young","09.07.1985",180,65,"Left Midfielder","Manchester United","England",631,0,0,0,0,1,0,0.75,0.75
"Bradden Inman","bradden-inman","10.12.1991",176,71,"Attacking Midfielder","Crewe Alexandra","England",631,1,2,1,0,3,0,0.25,0.25
"Chris Baird","chris-baird","25.02.1982",186,77,"Defensive Midfielder","Fulham FC","England",631,0,1,0,0,1,0,0,0
"Chris Gunter","chris-gunter","21.07.1989",180,71,"Right Fullback","Reading FC","England",631,0,0,1,0,1,0,0.25,0
"David Hoilett","david-hoilett","05.06.1990",173,70,"Right Midfielder","Queens Park Rangers","England",631,0,0,0,0,1,0,0.75,1
"Dean Whitehead","dean-whitehead","12.01.1982",183,80,"Attacking Midfielder","Stoke City","England",631,0,2,0,0,2,0,0,0.25
"Emmerson Boyce","emmerson-boyce","24.09.1979",183,78,"Center Back","Wigan Athletic","England",631,0,0,0,0,1,0,1,1
"Gonzalo Jara","gonzalo-jara","29.08.1985",178,71,"Center Back","West Bromwich Albion","England",631,0,1,1,0,2,0,0.25,0.25
"Jean Beausejour","jean-beausejour","01.06.1984",178,81,"Left Midfielder","Wigan Athletic","England",631,0,0,0,1,1,0,0.5,0.5
"Jermaine Pennant","jermaine-pennant","15.01.1983",173,64,"Right Midfielder","Wolverhampton Wanderers","England",631,0,0,1,0,1,0,0.5,0.5
"Joleon Lescott","joleon-lescott","16.08.1982",188,83,"Center Back","Manchester City","England",631,0,0,1,0,1,0,0.5,0.5
"Jos Hooiveld","jos-hooiveld","22.04.1983",191,74,"Center Back","Southampton FC","England",631,0,0,0,0,1,0,0.25,0.25
"Matthew Upson","matthew-upson","18.04.1979",185,72,"Center Back","Stoke City","England",631,0,0,1,0,2,0,0,0.25
"Phil Bardsley","phil-bardsley","28.06.1985",180,73,"Right Fullback","Sunderland AFC","England",631,0,0,0,0,1,0,0.5,0.25
"Phil Jagielka","phil-jagielka","17.08.1982",180,83,"Center Back","Everton FC","England",631,0,1,0,0,1,0,0.25,0.25
"Robert Green","robert-green","19.01.1980",188,77,"Goalkeeper","Queens Park Rangers","England",631,0,1,0,0,2,0,0.25,0.25
"Ryan McLaughlin","ryan-mclaughlin_2","30.09.1994",183,75,"Right Fullback","Liverpool FC","England",631,0,0,1,0,1,0,0,0
"Steven Sidwell","steven-sidwell","14.12.1982",178,70,"Center Midfielder","Fulham FC","England",631,0,1,0,0,1,0,0.25,0.25
"Adrian","adrian_7","21.05.1983",188,82,"Goalkeeper","SD Compostela","Spain",643,0,0,0,0,1,0,0.25,0.25
"Abdoulwhaid Sissoko","abdoulwhaid-sissoko","20.03.1990",180,68,"Defensive Midfielder","Stade Brest","France",651,1,1,0,0,1,0,1,1
"Bellvis","bellvis","24.04.1985",178,72,"Left Midfielder","Celta Vigo","Spain",651,0,1,0,0,1,0,0.25,0.25
"Castillo","castillo_8","29.03.1986",182,71,"Left Fullback","Athletic Bilbao","Spain",651,0,0,1,0,1,0,0,0
"Diego Ifran","diego-ifran","08.06.1987",174,76,"Center Forward","Real Sociedad","Spain",651,1,1,0,0,1,0,0.25,0.5
"Juanfran","juanfran_4","11.09.1988",179,72,"Right Winger","Real Madrid","Spain",651,0,2,0,0,3,0,0.5,0.75
"Marchena","marchena","31.07.1979",183,78,"Center Back","Deportivo La Coruna","Spain",651,0,0,1,1,1,0,0.25,0.5
"Nano","nano","20.04.1982",186,80,"Left Fullback","CA Osasuna","Spain",651,0,1,0,0,1,0,0.25,0.5
"Pablo Insua","pablo-insua","09.09.1993",186,76,"Center Back","Deportivo La Coruna","Spain",651,0,1,1,1,2,0,0,0
"Sergio Tejera","sergio-tejera","28.05.1990",180,75,"Attacking Midfielder","Espanyol Barcelona","Spain",651,0,0,1,0,1,0,0.5,0.5
"Valeron","valeron","17.06.1975",180,72,"Attacking Midfielder","Deportivo La Coruna","Spain",651,0,0,1,0,2,0,0,0.25
"Victor","victor_12","28.02.1985",180,77,"Center Forward","RCD Mallorca","Spain",651,0,0,1,0,2,0,0,0.25
"Ashley Cole","ashley-cole","20.12.1980",170,67,"Left Fullback","Chelsea FC","England",658,0,1,0,0,1,0,0.5,0.5
"Brad Friedel","brad-friedel","18.05.1971",193,91,"Goalkeeper","Tottenham Hotspur","England",658,0,1,1,0,3,0,0.25,0.25
"Carlton Cole","carlton-cole","12.11.1983",190,88,"Center Forward","West Ham United","England",658,0,1,0,0,1,0,1,1
"Damien Duff","damien-duff","02.03.1979",178,70,"Left Winger","Fulham FC","England",658,0,0,1,1,2,0,0,0
"Darren Bent","darren-bent","06.02.1984",180,73,"Center Forward","Aston Villa","England",658,1,1,0,0,2,0,1,1
"Gareth Barry","gareth-barry","23.02.1981",184,78,"Center Midfielder","Manchester City","England",658,0,1,0,1,2,0,0,0.25
"Gary Caldwell","gary-caldwell","12.04.1982",180,74,"Center Back","Wigan Athletic","England",658,0,0,0,0,1,0,0,0
"George McCartney","george-mccartney","29.04.1981",180,74,"Left Fullback","West Ham United","England",658,0,1,0,1,1,0,0,0
"Jermaine Jenas","jermaine-jenas","18.02.1983",179,76,"Center Midfielder","Nottingham Forest","England",658,0,0,1,0,1,0,0.25,0.25
"Jermaine Pennant","jermaine-pennant","15.01.1983",173,64,"Right Midfielder","Wolverhampton Wanderers","England",658,0,0,1,0,1,0,0.5,0.5
"Joleon Lescott","joleon-lescott","16.08.1982",188,83,"Center Back","Manchester City","England",658,0,1,0,0,1,0,0.5,0.5
"Leon Osman","leon-osman","17.05.1981",172,68,"Right Midfielder","Everton FC","England",658,0,1,0,0,1,0,0,0
"Luke Young","luke-young","19.07.1979",183,78,"Right Fullback","Queens Park Rangers","England",658,0,1,1,0,3,0,0.25,0.25
"Peter Crouch","peter-crouch","30.01.1981",202,80,"Center Forward","Stoke City","England",658,0,1,0,0,1,0,0,0
"Phil Jagielka","phil-jagielka","17.08.1982",180,83,"Center Back","Everton FC","England",658,0,2,0,1,2,0,0.25,0.25
"Robert Green","robert-green","19.01.1980",188,77,"Goalkeeper","Queens Park Rangers","England",658,0,0,1,0,1,0,0.25,0.25
"Steed Malbranque","steed-malbranque","06.01.1980",173,72,"Attacking Midfielder","Olympique Lyon","France",658,0,0,0,0,1,0,0.25,0.25
"Steven Sidwell","steven-sidwell","14.12.1982",178,70,"Center Midfielder","Fulham FC","England",658,0,0,0,0,1,0,0.25,0.25
"Sylvain Distin","sylvain-distin","16.12.1977",191,85,"Center Back","Everton FC","England",658,0,0,1,0,2,0,0.75,1
"Titus Bramble","titus-bramble","21.07.1981",187,87,"Center Back","Sunderland AFC","England",658,0,0,0,0,1,0,0.75,1
"Artur Boruc","artur-boruc","20.02.1980",193,88,"Goalkeeper","Southampton FC","England",659,0,3,0,1,3,0,0,0.25
"Gary Caldwell","gary-caldwell","12.04.1982",180,74,"Center Back","Wigan Athletic","England",659,0,3,0,0,3,0,0,0
"John Ruddy","john-ruddy","24.10.1986",193,97,"Goalkeeper","Norwich City","England",659,0,2,0,0,2,0,0,0
"Kyle Naughton","kyle-naughton","11.11.1988",180,73,"Right Fullback","Tottenham Hotspur","England",659,0,0,1,0,1,0,0.75,0.75
"Maurice Edu","maurice-edu","18.04.1986",183,85,"Defensive Midfielder","Stoke City","England",659,0,1,0,0,1,0,0.75,1
"Steven Naismith","steven-naismith","14.09.1986",175,72,"Center Forward","Everton FC","England",659,1,2,0,0,3,0,0,0
"Brad Guzan","brad-guzan","09.09.1984",193,95,"Goalkeeper","Aston Villa","England",660,0,0,1,0,1,0,0,0
"Bradden Inman","bradden-inman","10.12.1991",176,71,"Attacking Midfielder","Crewe Alexandra","England",660,1,1,0,0,1,0,0.25,0.25
"Bueno","bueno","20.03.1988",178,64,"Center Forward","Real Valladolid","Spain",660,0,0,0,0,1,0,0.25,0.25
"Chris Gunter","chris-gunter","21.07.1989",180,71,"Right Fullback","Reading FC","England",660,0,2,1,0,3,0,0.25,0
"Chu-Young Park","chu-young-park","10.07.1985",183,70,"Center Forward","Celta Vigo","Spain",660,0,1,0,0,1,0,0.25,0.5
"Danny Rose","danny-rose","02.07.1990",173,74,"Left Fullback","Sunderland AFC","England",660,0,1,0,0,1,0,0.75,0.75
"David Hoilett","david-hoilett","05.06.1990",173,70,"Right Midfielder","Queens Park Rangers","England",660,0,1,0,0,1,0,0.75,1
"Emmerson Boyce","emmerson-boyce","24.09.1979",183,78,"Center Back","Wigan Athletic","England",660,0,2,1,1,3,0,1,1
"Gareth Bale","gareth-bale","16.07.1989",183,74,"Left Winger","Tottenham Hotspur","England",660,1,1,0,0,1,0,0.25,0.25
"George McCartney","george-mccartney","29.04.1981",180,74,"Left Fullback","West Ham United","England",660,0,0,0,1,1,0,0,0
"Gonzalo Jara","gonzalo-jara","29.08.1985",178,71,"Center Back","West Bromwich Albion","England",660,0,1,0,0,1,0,0.25,0.25
"Gylfi Sigurdsson","gylfi-sigurdsson","08.09.1989",186,77,"Attacking Midfielder","Tottenham Hotspur","England",660,0,1,0,0,1,0,0,0
"Jean Beausejour","jean-beausejour","01.06.1984",178,81,"Left Midfielder","Wigan Athletic","England",660,1,2,1,1,3,0,0.5,0.5
"Jermaine Pennant","jermaine-pennant","15.01.1983",173,64,"Right Midfielder","Wolverhampton Wanderers","England",660,0,0,1,0,1,0,0.5,0.5
"John Utaka","john-utaka","08.01.1982",179,82,"Right Winger","Montpellier HSC","France",660,0,0,0,0,1,0,0.75,0.75
"Jos Hooiveld","jos-hooiveld","22.04.1983",191,74,"Center Back","Southampton FC","England",660,1,1,0,0,1,0,0.25,0.25
